#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.820718e+04 3.941315e+03 6.477875e+04
3.546900e-02 5.194878e+04 2.332223e+03 5.113946e+04
4.536800e-02 4.078002e+04 1.472100e+03 4.113395e+04
5.531400e-02 3.544177e+04 1.019281e+03 3.526531e+04
6.525800e-02 3.120104e+04 7.510858e+02 3.101332e+04
7.520900e-02 2.689591e+04 5.977086e+02 2.654372e+04
8.517500e-02 2.210436e+04 4.420094e+02 2.205672e+04
9.515700e-02 1.864363e+04 3.528053e+02 1.844098e+04
1.051620e-01 1.582886e+04 2.743676e+02 1.603654e+04
1.151480e-01 1.436324e+04 2.399903e+02 1.450025e+04
1.251460e-01 1.297637e+04 1.933166e+02 1.316937e+04
1.351460e-01 1.170296e+04 1.725968e+02 1.178297e+04
1.451320e-01 1.033268e+04 1.416208e+02 1.043882e+04
1.551140e-01 9.441454e+03 1.252944e+02 9.285512e+03
1.651020e-01 8.556665e+03 1.169454e+02 8.413891e+03
1.751050e-01 7.705429e+03 1.025878e+02 7.726727e+03
1.850970e-01 6.991002e+03 8.678640e+01 7.104565e+03
1.950850e-01 6.646917e+03 8.042484e+01 6.523015e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.976459	0.960454	0.433839	1.237710	-0.450683	1.219260	3.909726	1.237710	-0.450683	1.219260	3.909726	58.469800 	 72-11
