#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.925800e+04 9.002477e+03 1.928362e+04
3.546900e-02 1.621759e+04 5.550014e+03 1.563525e+04
4.536800e-02 1.020171e+04 3.442054e+03 1.255185e+04
5.531400e-02 1.107495e+04 2.397204e+03 1.063682e+04
6.525800e-02 1.203956e+04 1.848165e+03 9.270219e+03
7.520900e-02 6.666247e+03 1.427121e+03 7.919875e+03
8.517500e-02 6.388044e+03 1.034219e+03 6.579179e+03
9.515700e-02 5.810075e+03 8.162805e+02 5.463629e+03
1.051620e-01 5.116051e+03 6.718356e+02 4.644900e+03
1.151480e-01 4.467641e+03 5.420027e+02 4.038258e+03
1.251460e-01 3.380610e+03 4.535195e+02 3.526344e+03
1.351460e-01 3.318009e+03 3.868590e+02 3.079436e+03
1.451320e-01 3.117470e+03 3.405732e+02 2.711555e+03
1.551140e-01 2.343441e+03 2.970613e+02 2.420261e+03
1.651020e-01 2.098654e+03 2.568253e+02 2.169589e+03
1.751050e-01 2.011402e+03 2.270777e+02 1.903425e+03
1.850970e-01 1.637885e+03 2.048604e+02 1.652594e+03
1.950850e-01 1.475850e+03 1.783345e+02 1.430704e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.009691	1.009563	0.397401	1.210638	-0.799902	1.699203	3.830743	1.210638	-0.799902	1.699203	3.830743	56.606710 	 72-11
