#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.995050e+04 3.941315e+03 6.005145e+04
3.546900e-02 5.314265e+04 2.332223e+03 4.798296e+04
4.536800e-02 3.958208e+04 1.472100e+03 3.875694e+04
5.531400e-02 3.375450e+04 1.019281e+03 3.320468e+04
6.525800e-02 2.875062e+04 7.510858e+02 2.928053e+04
7.520900e-02 2.469436e+04 5.977086e+02 2.529801e+04
8.517500e-02 2.144209e+04 4.420094e+02 2.123266e+04
9.515700e-02 1.798350e+04 3.528053e+02 1.780361e+04
1.051620e-01 1.560451e+04 2.743676e+02 1.540961e+04
1.151480e-01 1.375445e+04 2.399903e+02 1.386273e+04
1.251460e-01 1.265291e+04 1.933166e+02 1.262061e+04
1.351460e-01 1.134492e+04 1.725968e+02 1.138115e+04
1.451320e-01 1.015453e+04 1.416208e+02 1.016172e+04
1.551140e-01 9.032295e+03 1.252944e+02 9.065715e+03
1.651020e-01 8.142563e+03 1.169454e+02 8.210361e+03
1.751050e-01 7.683268e+03 1.025878e+02 7.549863e+03
1.850970e-01 6.942950e+03 8.678640e+01 6.981731e+03
1.950850e-01 6.548521e+03 8.042484e+01 6.474263e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.974599	0.996875	0.466608	1.178753	-1.785331	2.410397	5.549612	1.178753	-1.785331	2.410397	5.549612	61.494470 	 72-11
