#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.745595e+04 2.545024e+03 5.852822e+04
3.546900e-02 4.764834e+04 1.402254e+03 4.625369e+04
4.537800e-02 3.906467e+04 8.959835e+02 3.698599e+04
5.528000e-02 3.300755e+04 6.492799e+02 3.162081e+04
6.523200e-02 2.731935e+04 4.743030e+02 2.792697e+04
7.522900e-02 2.453780e+04 3.536445e+02 2.412769e+04
8.519300e-02 2.007600e+04 2.808882e+02 2.019221e+04
9.516600e-02 1.680113e+04 2.212556e+02 1.687559e+04
1.051550e-01 1.443557e+04 1.732168e+02 1.459903e+04
1.151310e-01 1.308576e+04 1.462162e+02 1.316895e+04
1.251240e-01 1.205780e+04 1.256686e+02 1.201720e+04
1.351250e-01 1.095655e+04 1.154657e+02 1.084516e+04
1.451200e-01 9.756399e+03 9.419011e+01 9.671625e+03
1.551180e-01 8.541332e+03 8.525861e+01 8.621416e+03
1.651050e-01 7.810331e+03 7.613823e+01 7.813605e+03
1.750880e-01 7.090593e+03 6.951616e+01 7.191190e+03
1.850890e-01 6.624028e+03 6.273365e+01 6.639592e+03
1.950930e-01 6.245410e+03 5.500268e+01 6.132153e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.043770	0.959034	0.458361	1.194293	0.647241	0.981862	4.565860	1.194293	0.647241	0.981862	4.565860	60.979300 	 72-11
