#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.688306e+04 5.728861e+03 2.525589e+04
3.546900e-02 1.906759e+04 3.203750e+03 1.972174e+04
4.537800e-02 1.475296e+04 2.088008e+03 1.554499e+04
5.528000e-02 1.287112e+04 1.488664e+03 1.312375e+04
6.523200e-02 9.539387e+03 1.105007e+03 1.135151e+04
7.522900e-02 1.047509e+04 8.147362e+02 9.518338e+03
8.519300e-02 7.792344e+03 6.423518e+02 7.742200e+03
9.516600e-02 5.957012e+03 5.006437e+02 6.324812e+03
1.051550e-01 4.827315e+03 4.015148e+02 5.322077e+03
1.151310e-01 4.436941e+03 3.337855e+02 4.588946e+03
1.251240e-01 4.052062e+03 2.927085e+02 3.965473e+03
1.351250e-01 3.666498e+03 2.445238e+02 3.429802e+03
1.451200e-01 2.822615e+03 2.176334e+02 2.994909e+03
1.551180e-01 2.728812e+03 1.810367e+02 2.648528e+03
1.651050e-01 2.268602e+03 1.599251e+02 2.328649e+03
1.750880e-01 1.882378e+03 1.493945e+02 1.995153e+03
1.850890e-01 1.693362e+03 1.312579e+02 1.701934e+03
1.950930e-01 1.452244e+03 1.213833e+02 1.458250e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.989494	0.984710	0.489887	1.155436	1.328224	0.904061	3.975685	1.155436	1.328224	0.904061	3.975685	45.022640 	 72-11
