#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.009403e+04 3.941315e+03 6.000437e+04
3.546900e-02 4.880323e+04 2.332223e+03 4.815978e+04
4.536800e-02 3.970976e+04 1.472100e+03 3.878661e+04
5.531400e-02 3.386708e+04 1.019281e+03 3.309774e+04
6.525800e-02 2.985122e+04 7.510858e+02 2.925396e+04
7.520900e-02 2.565716e+04 5.977086e+02 2.549091e+04
8.517500e-02 2.174428e+04 4.420094e+02 2.153347e+04
9.515700e-02 1.815992e+04 3.528053e+02 1.804647e+04
1.051620e-01 1.567695e+04 2.743676e+02 1.552314e+04
1.151480e-01 1.340003e+04 2.399903e+02 1.390392e+04
1.251460e-01 1.270948e+04 1.933166e+02 1.268929e+04
1.351460e-01 1.152727e+04 1.725968e+02 1.152033e+04
1.451320e-01 1.014997e+04 1.416208e+02 1.033424e+04
1.551140e-01 9.127971e+03 1.252944e+02 9.218721e+03
1.651020e-01 8.502184e+03 1.169454e+02 8.313426e+03
1.751050e-01 7.709901e+03 1.025878e+02 7.621799e+03
1.850970e-01 6.989948e+03 8.678640e+01 7.039916e+03
1.950850e-01 6.530779e+03 8.042484e+01 6.530698e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.020006	1.005596	0.472122	1.240345	-0.966327	1.760780	4.723642	1.240345	-0.966327	1.760780	4.723642	58.161830 	 72-11
