#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.715049e+04 2.545024e+03 5.896532e+04
3.546900e-02 4.961843e+04 1.402254e+03 4.613213e+04
4.537800e-02 3.813862e+04 8.959835e+02 3.685786e+04
5.528000e-02 3.257236e+04 6.492799e+02 3.160312e+04
6.523200e-02 2.781110e+04 4.743030e+02 2.786210e+04
7.522900e-02 2.387223e+04 3.536445e+02 2.390219e+04
8.519300e-02 1.990672e+04 2.808882e+02 1.992410e+04
9.516600e-02 1.658952e+04 2.212556e+02 1.669681e+04
1.051550e-01 1.464910e+04 1.732168e+02 1.453941e+04
1.151310e-01 1.317599e+04 1.462162e+02 1.316418e+04
1.251240e-01 1.190885e+04 1.256686e+02 1.201617e+04
1.351250e-01 1.078764e+04 1.154657e+02 1.084828e+04
1.451200e-01 9.690479e+03 9.419011e+01 9.701548e+03
1.551180e-01 8.746359e+03 8.525861e+01 8.679224e+03
1.651050e-01 7.946725e+03 7.613823e+01 7.871462e+03
1.750880e-01 7.122805e+03 6.951616e+01 7.235894e+03
1.850890e-01 6.758841e+03 6.273365e+01 6.683360e+03
1.950930e-01 6.197715e+03 5.500268e+01 6.187516e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.914679	1.011103	0.504869	1.136471	0.233532	0.986889	3.388238	1.136471	0.233532	0.986889	3.388238	62.958690 	 72-11
