#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.476008e+04 2.545024e+03 5.833813e+04
3.546900e-02 4.792713e+04 1.402254e+03 4.578700e+04
4.537800e-02 3.660588e+04 8.959835e+02 3.661184e+04
5.528000e-02 3.161457e+04 6.492799e+02 3.131056e+04
6.523200e-02 2.712440e+04 4.743030e+02 2.752206e+04
7.522900e-02 2.339269e+04 3.536445e+02 2.362221e+04
8.519300e-02 1.982779e+04 2.808882e+02 1.975630e+04
9.516600e-02 1.658408e+04 2.212556e+02 1.658824e+04
1.051550e-01 1.436562e+04 1.732168e+02 1.440265e+04
1.151310e-01 1.279087e+04 1.462162e+02 1.295942e+04
1.251240e-01 1.164576e+04 1.256686e+02 1.178786e+04
1.351250e-01 1.068342e+04 1.154657e+02 1.066274e+04
1.451200e-01 9.625997e+03 9.419011e+01 9.576872e+03
1.551180e-01 8.560046e+03 8.525861e+01 8.594873e+03
1.651050e-01 7.690346e+03 7.613823e+01 7.786537e+03
1.750880e-01 7.153426e+03 6.951616e+01 7.144697e+03
1.850890e-01 6.686197e+03 6.273365e+01 6.602564e+03
1.950930e-01 6.159966e+03 5.500268e+01 6.132707e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.900354	1.036426	0.609311	1.089597	-1.156360	1.611434	4.820905	1.089597	-1.156360	1.611434	4.820905	53.961960 	 72-11
