#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.884736e+04 3.941315e+03 -3.628578e+03
3.546900e-02 5.086941e+04 2.332223e+03 -3.628572e+03
4.536800e-02 3.817507e+04 1.472100e+03 -3.628558e+03
5.531400e-02 3.273824e+04 1.019281e+03 -3.628572e+03
6.525800e-02 2.914884e+04 7.510858e+02 -3.628577e+03
7.520900e-02 2.506933e+04 5.977086e+02 -3.628582e+03
8.517500e-02 2.126869e+04 4.420094e+02 -3.628588e+03
9.515700e-02 1.791827e+04 3.528053e+02 -3.628597e+03
1.051620e-01 1.534911e+04 2.743676e+02 -3.628607e+03
1.151480e-01 1.376827e+04 2.399903e+02 -3.628618e+03
1.251460e-01 1.242619e+04 1.933166e+02 -3.628630e+03
1.351460e-01 1.165907e+04 1.725968e+02 -3.628643e+03
1.451320e-01 1.014470e+04 1.416208e+02 -3.628656e+03
1.551140e-01 9.146577e+03 1.252944e+02 -3.628671e+03
1.651020e-01 8.231870e+03 1.169454e+02 -3.628686e+03
1.751050e-01 7.639582e+03 1.025878e+02 -3.628704e+03
1.850970e-01 7.047381e+03 8.678640e+01 -3.628722e+03
1.950850e-01 6.518910e+03 8.042484e+01 -3.628739e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.062918	1.059405	5.530971	0.619010	-3.706900	-6.211615	11.890560	0.619010	-3.706900	-6.211615	11.890560	38841.830000 	 72-11
