#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.796292e+04 9.002477e+03 2.209191e+04
3.546900e-02 7.937291e+03 5.550014e+03 1.821902e+04
4.536800e-02 1.453606e+04 3.442054e+03 1.440585e+04
5.531400e-02 1.346102e+04 2.397204e+03 1.194237e+04
6.525800e-02 1.005069e+04 1.848165e+03 1.043988e+04
7.520900e-02 7.341811e+03 1.427121e+03 9.145797e+03
8.517500e-02 7.317390e+03 1.034219e+03 7.662453e+03
9.515700e-02 7.068332e+03 8.162805e+02 6.174811e+03
1.051620e-01 4.567283e+03 6.718356e+02 4.952343e+03
1.151480e-01 4.588890e+03 5.420027e+02 4.160530e+03
1.251460e-01 3.210826e+03 4.535195e+02 3.683069e+03
1.351460e-01 4.052012e+03 3.868590e+02 3.323873e+03
1.451320e-01 3.192740e+03 3.405732e+02 2.963244e+03
1.551140e-01 2.039075e+03 2.970613e+02 2.576542e+03
1.651020e-01 2.234352e+03 2.568253e+02 2.197324e+03
1.751050e-01 1.914124e+03 2.270777e+02 1.910083e+03
1.850970e-01 1.591525e+03 2.048604e+02 1.715627e+03
1.950850e-01 1.434028e+03 1.783345e+02 1.584664e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.004042	0.931067	0.396931	1.222770	-0.321240	1.243816	4.339229	1.222770	-0.321240	1.243816	4.339229	56.836310 	 72-11
