#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 3.010219e+04 9.002477e+03 2.455236e+04
3.546900e-02 3.107991e+04 5.550014e+03 2.064691e+04
4.536800e-02 1.814241e+04 3.442054e+03 1.631898e+04
5.531400e-02 1.040806e+04 2.397204e+03 1.319245e+04
6.525800e-02 8.145971e+03 1.848165e+03 1.119895e+04
7.520900e-02 8.918950e+03 1.427121e+03 9.726945e+03
8.517500e-02 7.773139e+03 1.034219e+03 8.266838e+03
9.515700e-02 6.315350e+03 8.162805e+02 6.793853e+03
1.051620e-01 6.033475e+03 6.718356e+02 5.441242e+03
1.151480e-01 4.379538e+03 5.420027e+02 4.380684e+03
1.251460e-01 3.716437e+03 4.535195e+02 3.665946e+03
1.351460e-01 3.273297e+03 3.868590e+02 3.206798e+03
1.451320e-01 3.031747e+03 3.405732e+02 2.875635e+03
1.551140e-01 2.807232e+03 2.970613e+02 2.594125e+03
1.651020e-01 2.055802e+03 2.568253e+02 2.305620e+03
1.751050e-01 1.657126e+03 2.270777e+02 2.016490e+03
1.850970e-01 1.664761e+03 2.048604e+02 1.783120e+03
1.950850e-01 1.726170e+03 1.783345e+02 1.602772e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.084114	1.004543	0.510350	1.296630	-0.455728	1.553987	5.073359	1.296630	-0.455728	1.553987	5.073359	64.645020 	 72-11
