#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.031298e+04 3.941315e+03 6.167141e+04
3.546900e-02 4.753849e+04 2.332223e+03 4.841459e+04
4.536800e-02 3.877058e+04 1.472100e+03 3.903020e+04
5.531400e-02 3.369759e+04 1.019281e+03 3.364079e+04
6.525800e-02 2.904257e+04 7.510858e+02 2.964028e+04
7.520900e-02 2.465030e+04 5.977086e+02 2.532814e+04
8.517500e-02 2.102108e+04 4.420094e+02 2.108016e+04
9.515700e-02 1.847125e+04 3.528053e+02 1.776585e+04
1.051620e-01 1.566702e+04 2.743676e+02 1.562625e+04
1.151480e-01 1.428225e+04 2.399903e+02 1.423090e+04
1.251460e-01 1.266729e+04 1.933166e+02 1.295636e+04
1.351460e-01 1.175271e+04 1.725968e+02 1.162281e+04
1.451320e-01 1.012973e+04 1.416208e+02 1.033650e+04
1.551140e-01 9.105635e+03 1.252944e+02 9.246145e+03
1.651020e-01 8.331231e+03 1.169454e+02 8.417047e+03
1.751050e-01 7.906894e+03 1.025878e+02 7.740063e+03
1.850970e-01 7.139378e+03 8.678640e+01 7.116174e+03
1.950850e-01 6.510559e+03 8.042484e+01 6.527193e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.931118	0.961317	0.415870	1.160256	1.781898	0.833760	3.360972	1.160256	1.781898	0.833760	3.360972	67.369820 	 72-11
