#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.580266e+04 3.941315e+03 6.268791e+04
3.546900e-02 4.984924e+04 2.332223e+03 4.989404e+04
4.536800e-02 3.915699e+04 1.472100e+03 4.012894e+04
5.531400e-02 3.290007e+04 1.019281e+03 3.429695e+04
6.525800e-02 3.105203e+04 7.510858e+02 3.022277e+04
7.520900e-02 2.604242e+04 5.977086e+02 2.608557e+04
8.517500e-02 2.216133e+04 4.420094e+02 2.183636e+04
9.515700e-02 1.827363e+04 3.528053e+02 1.825272e+04
1.051620e-01 1.572921e+04 2.743676e+02 1.576669e+04
1.151480e-01 1.413546e+04 2.399903e+02 1.418382e+04
1.251460e-01 1.296140e+04 1.933166e+02 1.290832e+04
1.351460e-01 1.156406e+04 1.725968e+02 1.161639e+04
1.451320e-01 1.026110e+04 1.416208e+02 1.033886e+04
1.551140e-01 9.219213e+03 1.252944e+02 9.197219e+03
1.651020e-01 8.441403e+03 1.169454e+02 8.312356e+03
1.751050e-01 7.671364e+03 1.025878e+02 7.629345e+03
1.850970e-01 6.982702e+03 8.678640e+01 7.029979e+03
1.950850e-01 6.493722e+03 8.042484e+01 6.483551e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.023586	0.968739	0.457278	1.199194	-0.952055	1.804052	5.234479	1.199194	-0.952055	1.804052	5.234479	54.693350 	 72-11
