#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.883826e+04 5.728861e+03 2.702936e+04
3.546900e-02 1.974430e+04 3.203750e+03 2.080088e+04
4.537800e-02 1.631524e+04 2.088008e+03 1.635194e+04
5.528000e-02 1.335421e+04 1.488664e+03 1.384922e+04
6.523200e-02 1.145703e+04 1.105007e+03 1.190379e+04
7.522900e-02 9.114948e+03 8.147362e+02 9.775703e+03
8.519300e-02 7.815951e+03 6.423518e+02 7.792414e+03
9.516600e-02 6.361324e+03 5.006437e+02 6.341621e+03
1.051550e-01 5.416307e+03 4.015148e+02 5.414866e+03
1.151310e-01 4.412260e+03 3.337855e+02 4.726342e+03
1.251240e-01 3.862002e+03 2.927085e+02 4.049084e+03
1.351250e-01 3.458723e+03 2.445238e+02 3.413174e+03
1.451200e-01 3.124046e+03 2.176334e+02 2.912080e+03
1.551180e-01 2.564607e+03 1.810367e+02 2.564705e+03
1.651050e-01 2.317316e+03 1.599251e+02 2.293718e+03
1.750880e-01 2.164046e+03 1.493945e+02 1.979062e+03
1.850890e-01 1.551964e+03 1.312579e+02 1.665541e+03
1.950930e-01 1.305721e+03 1.213833e+02 1.384825e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.986716	1.021764	0.546110	1.165783	-0.466603	1.333831	4.397122	1.165783	-0.466603	1.333831	4.397122	59.248670 	 72-11
