#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.624620e+04 5.728861e+03 2.219358e+04
3.546900e-02 1.790610e+04 3.203750e+03 1.780273e+04
4.537800e-02 1.503148e+04 2.088008e+03 1.404045e+04
5.528000e-02 1.292255e+04 1.488664e+03 1.172833e+04
6.523200e-02 8.391640e+03 1.105007e+03 1.022632e+04
7.522900e-02 8.168496e+03 8.147362e+02 8.865934e+03
8.519300e-02 7.795883e+03 6.423518e+02 7.422556e+03
9.516600e-02 6.664337e+03 5.006437e+02 6.086914e+03
1.051550e-01 4.513564e+03 4.015148e+02 5.022122e+03
1.151310e-01 4.500818e+03 3.337855e+02 4.253484e+03
1.251240e-01 3.821463e+03 2.927085e+02 3.685124e+03
1.351250e-01 3.205185e+03 2.445238e+02 3.233999e+03
1.451200e-01 3.022965e+03 2.176334e+02 2.848918e+03
1.551180e-01 2.366796e+03 1.810367e+02 2.509832e+03
1.651050e-01 2.268620e+03 1.599251e+02 2.184758e+03
1.750880e-01 1.947448e+03 1.493945e+02 1.862682e+03
1.850890e-01 1.626764e+03 1.312579e+02 1.574294e+03
1.950930e-01 1.245739e+03 1.213833e+02 1.329022e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.036611	1.004688	0.437101	1.188831	-0.570877	1.438381	4.369925	1.188831	-0.570877	1.438381	4.369925	46.482320 	 72-11
