#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.703515e+04 9.002477e+03 2.258716e+04
3.546900e-02 2.573619e+04 5.550014e+03 1.894391e+04
4.536800e-02 1.528894e+04 3.442054e+03 1.501474e+04
5.531400e-02 1.135423e+04 2.397204e+03 1.225414e+04
6.525800e-02 8.658160e+03 1.848165e+03 1.053071e+04
7.520900e-02 8.170462e+03 1.427121e+03 9.230897e+03
8.517500e-02 7.636572e+03 1.034219e+03 7.861016e+03
9.515700e-02 5.922280e+03 8.162805e+02 6.451061e+03
1.051620e-01 5.397448e+03 6.718356e+02 5.175296e+03
1.151480e-01 4.026135e+03 5.420027e+02 4.211868e+03
1.251460e-01 3.824151e+03 4.535195e+02 3.589811e+03
1.351460e-01 3.418233e+03 3.868590e+02 3.185931e+03
1.451320e-01 2.771496e+03 3.405732e+02 2.859128e+03
1.551140e-01 2.588001e+03 2.970613e+02 2.553193e+03
1.651020e-01 2.199206e+03 2.568253e+02 2.223507e+03
1.751050e-01 1.979067e+03 2.270777e+02 1.911808e+03
1.850970e-01 1.389778e+03 2.048604e+02 1.670820e+03
1.950850e-01 1.520340e+03 1.783345e+02 1.490065e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.060368	0.986449	0.449097	1.291993	0.012733	1.242841	4.330600	1.291993	0.012733	1.242841	4.330600	46.806910 	 72-11
