#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.471901e+04 3.941315e+03 5.969771e+04
3.546900e-02 4.976256e+04 2.332223e+03 4.797266e+04
4.536800e-02 3.948166e+04 1.472100e+03 3.860006e+04
5.531400e-02 3.379793e+04 1.019281e+03 3.290143e+04
6.525800e-02 2.911642e+04 7.510858e+02 2.910561e+04
7.520900e-02 2.499118e+04 5.977086e+02 2.543115e+04
8.517500e-02 2.164893e+04 4.420094e+02 2.152946e+04
9.515700e-02 1.821208e+04 3.528053e+02 1.804214e+04
1.051620e-01 1.538258e+04 2.743676e+02 1.549118e+04
1.151480e-01 1.380414e+04 2.399903e+02 1.385890e+04
1.251460e-01 1.239168e+04 1.933166e+02 1.266041e+04
1.351460e-01 1.148938e+04 1.725968e+02 1.151887e+04
1.451320e-01 1.041552e+04 1.416208e+02 1.034815e+04
1.551140e-01 9.136205e+03 1.252944e+02 9.229324e+03
1.651020e-01 8.118286e+03 1.169454e+02 8.307719e+03
1.751050e-01 7.620727e+03 1.025878e+02 7.607374e+03
1.850970e-01 7.083078e+03 8.678640e+01 7.022767e+03
1.950850e-01 6.542627e+03 8.042484e+01 6.514715e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.037916	1.005879	0.435748	1.266749	-0.155881	1.287638	4.103721	1.266749	-0.155881	1.287638	4.103721	45.834880 	 72-11
