#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.314982e+04 5.728861e+03 2.461531e+04
3.546900e-02 1.730928e+04 3.203750e+03 1.956778e+04
4.537800e-02 1.446784e+04 2.088008e+03 1.533509e+04
5.528000e-02 9.890283e+03 1.488664e+03 1.272781e+04
6.523200e-02 9.460424e+03 1.105007e+03 1.096910e+04
7.522900e-02 9.975418e+03 8.147362e+02 9.335138e+03
8.519300e-02 7.404556e+03 6.423518e+02 7.683817e+03
9.516600e-02 6.356495e+03 5.006437e+02 6.252710e+03
1.051550e-01 4.953330e+03 4.015148e+02 5.169453e+03
1.151310e-01 4.822320e+03 3.337855e+02 4.387218e+03
1.251240e-01 3.864508e+03 2.927085e+02 3.772788e+03
1.351250e-01 3.213920e+03 2.445238e+02 3.263434e+03
1.451200e-01 2.644656e+03 2.176334e+02 2.848551e+03
1.551180e-01 2.482801e+03 1.810367e+02 2.526526e+03
1.651050e-01 2.317974e+03 1.599251e+02 2.262205e+03
1.750880e-01 2.170620e+03 1.493945e+02 1.996135e+03
1.850890e-01 1.616407e+03 1.312579e+02 1.740593e+03
1.950930e-01 1.462980e+03 1.213833e+02 1.511031e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.041911	1.028913	0.507845	1.189633	-1.400262	1.919757	5.407578	1.189633	-1.400262	1.919757	5.407578	48.724510 	 72-11
