#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.441812e+04 3.941315e+03 6.006737e+04
3.546900e-02 4.831265e+04 2.332223e+03 4.841443e+04
4.536800e-02 3.934647e+04 1.472100e+03 3.908885e+04
5.531400e-02 3.451168e+04 1.019281e+03 3.336279e+04
6.525800e-02 3.011095e+04 7.510858e+02 2.948181e+04
7.520900e-02 2.590409e+04 5.977086e+02 2.571151e+04
8.517500e-02 2.244160e+04 4.420094e+02 2.175011e+04
9.515700e-02 1.805148e+04 3.528053e+02 1.823724e+04
1.051620e-01 1.586681e+04 2.743676e+02 1.566925e+04
1.151480e-01 1.358474e+04 2.399903e+02 1.400387e+04
1.251460e-01 1.300165e+04 1.933166e+02 1.275857e+04
1.351460e-01 1.153366e+04 1.725968e+02 1.157081e+04
1.451320e-01 1.034871e+04 1.416208e+02 1.036785e+04
1.551140e-01 9.305079e+03 1.252944e+02 9.238321e+03
1.651020e-01 8.300515e+03 1.169454e+02 8.323465e+03
1.751050e-01 7.580969e+03 1.025878e+02 7.630130e+03
1.850970e-01 7.121271e+03 8.678640e+01 7.050121e+03
1.950850e-01 6.572202e+03 8.042484e+01 6.544618e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.056362	0.992752	0.403165	1.285456	-0.607233	1.648366	4.668893	1.285456	-0.607233	1.648366	4.668893	58.153020 	 72-11
