#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.750892e+04 3.941315e+03 -3.629021e+03
3.546900e-02 4.994286e+04 2.332223e+03 -3.629014e+03
4.536800e-02 4.039154e+04 1.472100e+03 -3.628998e+03
5.531400e-02 3.535533e+04 1.019281e+03 -3.629013e+03
6.525800e-02 3.060952e+04 7.510858e+02 -3.629019e+03
7.520900e-02 2.547597e+04 5.977086e+02 -3.629024e+03
8.517500e-02 2.031503e+04 4.420094e+02 -3.629030e+03
9.515700e-02 1.797042e+04 3.528053e+02 -3.629039e+03
1.051620e-01 1.552785e+04 2.743676e+02 -3.629051e+03
1.151480e-01 1.431382e+04 2.399903e+02 -3.629062e+03
1.251460e-01 1.251716e+04 1.933166e+02 -3.629075e+03
1.351460e-01 1.150080e+04 1.725968e+02 -3.629088e+03
1.451320e-01 1.010563e+04 1.416208e+02 -3.629102e+03
1.551140e-01 9.074062e+03 1.252944e+02 -3.629118e+03
1.651020e-01 8.230379e+03 1.169454e+02 -3.629134e+03
1.751050e-01 7.808160e+03 1.025878e+02 -3.629153e+03
1.850970e-01 6.988397e+03 8.678640e+01 -3.629172e+03
1.950850e-01 6.449919e+03 8.042484e+01 -3.629190e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.841501	0.841553	5.525854	1.815777	4.081514	2.667564	0.152142	1.815777	4.081514	2.667564	0.152142	39030.510000 	 72-11
