#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.746819e+04 9.002477e+03 2.531481e+04
3.546900e-02 1.791390e+04 5.550014e+03 2.050798e+04
4.536800e-02 1.860205e+04 3.442054e+03 1.599966e+04
5.531400e-02 1.570468e+04 2.397204e+03 1.303153e+04
6.525800e-02 1.146994e+04 1.848165e+03 1.107221e+04
7.520900e-02 7.568262e+03 1.427121e+03 9.380409e+03
8.517500e-02 7.018170e+03 1.034219e+03 7.663913e+03
9.515700e-02 5.695429e+03 8.162805e+02 6.075921e+03
1.051620e-01 4.602698e+03 6.718356e+02 4.793695e+03
1.151480e-01 4.151815e+03 5.420027e+02 3.914578e+03
1.251460e-01 3.358136e+03 4.535195e+02 3.350317e+03
1.351460e-01 3.250981e+03 3.868590e+02 2.957899e+03
1.451320e-01 2.817653e+03 3.405732e+02 2.636142e+03
1.551140e-01 2.418241e+03 2.970613e+02 2.330233e+03
1.651020e-01 1.682723e+03 2.568253e+02 2.024702e+03
1.751050e-01 1.645654e+03 2.270777e+02 1.785204e+03
1.850970e-01 1.677483e+03 2.048604e+02 1.633894e+03
1.950850e-01 1.521144e+03 1.783345e+02 1.547009e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.005912	0.943834	0.470233	1.187761	-1.120023	1.855254	5.561226	1.187761	-1.120023	1.855254	5.561226	76.705990 	 72-11
