#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 3.130008e+04 5.728861e+03 2.266524e+04
3.546900e-02 2.203750e+04 3.203750e+03 1.851953e+04
4.537800e-02 1.439883e+04 2.088008e+03 1.456590e+04
5.528000e-02 9.933679e+03 1.488664e+03 1.198404e+04
6.523200e-02 9.547338e+03 1.105007e+03 1.039678e+04
7.522900e-02 7.705518e+03 8.147362e+02 9.138638e+03
8.519300e-02 7.418122e+03 6.423518e+02 7.769172e+03
9.516600e-02 6.791116e+03 5.006437e+02 6.379780e+03
1.051550e-01 5.457968e+03 4.015148e+02 5.161160e+03
1.151310e-01 4.465406e+03 3.337855e+02 4.265743e+03
1.251240e-01 4.132200e+03 2.927085e+02 3.679809e+03
1.351250e-01 2.898111e+03 2.445238e+02 3.278538e+03
1.451200e-01 2.659483e+03 2.176334e+02 2.931698e+03
1.551180e-01 2.719006e+03 1.810367e+02 2.610163e+03
1.651050e-01 2.278870e+03 1.599251e+02 2.271404e+03
1.750880e-01 1.961940e+03 1.493945e+02 1.949908e+03
1.850890e-01 1.551778e+03 1.312579e+02 1.685848e+03
1.950930e-01 1.494949e+03 1.213833e+02 1.475148e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.061839	0.995536	0.444789	1.212520	-1.052676	1.660068	5.116461	1.212520	-1.052676	1.660068	5.116461	83.376450 	 72-11
