#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.290222e+04 5.728861e+03 2.475573e+04
3.546900e-02 1.720787e+04 3.203750e+03 1.930088e+04
4.537800e-02 1.538181e+04 2.088008e+03 1.512514e+04
5.528000e-02 1.343629e+04 1.488664e+03 1.266894e+04
6.523200e-02 1.100591e+04 1.105007e+03 1.087939e+04
7.522900e-02 7.998852e+03 8.147362e+02 9.064799e+03
8.519300e-02 6.722088e+03 6.423518e+02 7.316895e+03
9.516600e-02 6.224380e+03 5.006437e+02 5.923544e+03
1.051550e-01 5.226646e+03 4.015148e+02 4.937686e+03
1.151310e-01 4.675164e+03 3.337855e+02 4.220053e+03
1.251240e-01 3.343536e+03 2.927085e+02 3.618730e+03
1.351250e-01 3.055125e+03 2.445238e+02 3.112223e+03
1.451200e-01 2.581331e+03 2.176334e+02 2.715003e+03
1.551180e-01 2.707661e+03 1.810367e+02 2.415772e+03
1.651050e-01 2.102179e+03 1.599251e+02 2.152176e+03
1.750880e-01 1.784930e+03 1.493945e+02 1.874599e+03
1.850890e-01 1.665524e+03 1.312579e+02 1.629504e+03
1.950930e-01 1.386549e+03 1.213833e+02 1.425802e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.997790	0.994038	0.488555	1.163162	-0.459069	1.309511	4.407855	1.163162	-0.459069	1.309511	4.407855	61.959770 	 72-11
