#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.086412e+04 5.728861e+03 2.455299e+04
3.546900e-02 1.822095e+04 3.203750e+03 1.850115e+04
4.537800e-02 1.081163e+04 2.088008e+03 1.469665e+04
5.528000e-02 1.261808e+04 1.488664e+03 1.269856e+04
6.523200e-02 1.124775e+04 1.105007e+03 1.091552e+04
7.522900e-02 9.593009e+03 8.147362e+02 8.765114e+03
8.519300e-02 7.358514e+03 6.423518e+02 6.886752e+03
9.516600e-02 5.557305e+03 5.006437e+02 5.703266e+03
1.051550e-01 4.616722e+03 4.015148e+02 5.068931e+03
1.151310e-01 4.681584e+03 3.337855e+02 4.554414e+03
1.251240e-01 4.061501e+03 2.927085e+02 3.926586e+03
1.351250e-01 3.513390e+03 2.445238e+02 3.294586e+03
1.451200e-01 2.866598e+03 2.176334e+02 2.827743e+03
1.551180e-01 2.593468e+03 1.810367e+02 2.537168e+03
1.651050e-01 2.164726e+03 1.599251e+02 2.323162e+03
1.750880e-01 1.985397e+03 1.493945e+02 2.039461e+03
1.850890e-01 1.758807e+03 1.312579e+02 1.749201e+03
1.950930e-01 1.549532e+03 1.213833e+02 1.485114e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.954860	1.020332	0.498275	1.152136	-0.282882	1.205289	3.860622	1.152136	-0.282882	1.205289	3.860622	65.325740 	 72-11
