#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.194335e+04 9.002477e+03 2.066242e+04
3.546900e-02 2.155593e+04 5.550014e+03 1.833951e+04
4.536800e-02 1.527568e+04 3.442054e+03 1.467964e+04
5.531400e-02 1.257140e+04 2.397204e+03 1.180475e+04
6.525800e-02 1.127643e+04 1.848165e+03 1.027765e+04
7.520900e-02 8.748834e+03 1.427121e+03 9.533304e+03
8.517500e-02 8.491991e+03 1.034219e+03 8.611386e+03
9.515700e-02 5.740934e+03 8.162805e+02 7.237053e+03
1.051620e-01 6.123159e+03 6.718356e+02 5.692638e+03
1.151480e-01 4.590719e+03 5.420027e+02 4.487025e+03
1.251460e-01 4.429566e+03 4.535195e+02 3.830810e+03
1.351460e-01 3.924079e+03 3.868590e+02 3.543296e+03
1.451320e-01 3.513354e+03 3.405732e+02 3.319177e+03
1.551140e-01 2.944788e+03 2.970613e+02 2.993343e+03
1.651020e-01 2.920287e+03 2.568253e+02 2.536108e+03
1.751050e-01 2.102905e+03 2.270777e+02 2.118184e+03
1.850970e-01 1.552317e+03 2.048604e+02 1.831820e+03
1.950850e-01 1.566984e+03 1.783345e+02 1.641944e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.115200	0.961290	0.378353	1.261321	-1.503330	2.320218	5.837721	1.261321	-1.503330	2.320218	5.837721	64.341900 	 72-11
