#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.213173e+04 2.545024e+03 5.830454e+04
3.546900e-02 4.839694e+04 1.402254e+03 4.622330e+04
4.537800e-02 3.758183e+04 8.959835e+02 3.686895e+04
5.528000e-02 3.095324e+04 6.492799e+02 3.140871e+04
6.523200e-02 2.834900e+04 4.743030e+02 2.776381e+04
7.522900e-02 2.385441e+04 3.536445e+02 2.413081e+04
8.519300e-02 2.009520e+04 2.808882e+02 2.030210e+04
9.516600e-02 1.709162e+04 2.212556e+02 1.695817e+04
1.051550e-01 1.463486e+04 1.732168e+02 1.457828e+04
1.151310e-01 1.279204e+04 1.462162e+02 1.307466e+04
1.251240e-01 1.199591e+04 1.256686e+02 1.194774e+04
1.351250e-01 1.074394e+04 1.154657e+02 1.085556e+04
1.451200e-01 9.718967e+03 9.419011e+01 9.744445e+03
1.551180e-01 8.764017e+03 8.525861e+01 8.698564e+03
1.651050e-01 7.870285e+03 7.613823e+01 7.846144e+03
1.750880e-01 7.113966e+03 6.951616e+01 7.188084e+03
1.850890e-01 6.621428e+03 6.273365e+01 6.632634e+03
1.950930e-01 6.231970e+03 5.500268e+01 6.147780e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.986716	1.021764	0.546110	1.165783	-0.466603	1.333831	4.397122	1.165783	-0.466603	1.333831	4.397122	59.248670 	 72-11
