#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.828187e+04 2.545024e+03 5.676052e+04
3.546900e-02 4.733746e+04 1.402254e+03 4.524887e+04
4.537800e-02 3.659352e+04 8.959835e+02 3.627486e+04
5.528000e-02 3.063147e+04 6.492799e+02 3.097085e+04
6.523200e-02 2.712574e+04 4.743030e+02 2.738769e+04
7.522900e-02 2.329345e+04 3.536445e+02 2.381187e+04
8.519300e-02 2.038363e+04 2.808882e+02 2.005772e+04
9.516600e-02 1.700650e+04 2.212556e+02 1.678793e+04
1.051550e-01 1.452039e+04 1.732168e+02 1.446277e+04
1.151310e-01 1.298242e+04 1.462162e+02 1.299114e+04
1.251240e-01 1.196638e+04 1.256686e+02 1.186795e+04
1.351250e-01 1.063472e+04 1.154657e+02 1.075723e+04
1.451200e-01 9.684863e+03 9.419011e+01 9.632901e+03
1.551180e-01 8.498056e+03 8.525861e+01 8.596796e+03
1.651050e-01 7.736438e+03 7.613823e+01 7.780403e+03
1.750880e-01 7.133804e+03 6.951616e+01 7.163588e+03
1.850890e-01 6.690404e+03 6.273365e+01 6.634999e+03
1.950930e-01 6.154620e+03 5.500268e+01 6.162939e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.061877	0.975701	0.441243	1.162062	-0.982937	1.646129	5.050220	1.162062	-0.982937	1.646129	5.050220	75.367640 	 72-11
