#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.134024e+04 2.545024e+03 5.685080e+04
3.546900e-02 4.505390e+04 1.402254e+03 4.525961e+04
4.537800e-02 3.664176e+04 8.959835e+02 3.612839e+04
5.528000e-02 3.035955e+04 6.492799e+02 3.077347e+04
6.523200e-02 2.713074e+04 4.743030e+02 2.727419e+04
7.522900e-02 2.406294e+04 3.536445e+02 2.383135e+04
8.519300e-02 2.063160e+04 2.808882e+02 2.012631e+04
9.516600e-02 1.680778e+04 2.212556e+02 1.681340e+04
1.051550e-01 1.419489e+04 1.732168e+02 1.442293e+04
1.151310e-01 1.288188e+04 1.462162e+02 1.293066e+04
1.251240e-01 1.195081e+04 1.256686e+02 1.184729e+04
1.351250e-01 1.076800e+04 1.154657e+02 1.079718e+04
1.451200e-01 9.712064e+03 9.419011e+01 9.699846e+03
1.551180e-01 8.671566e+03 8.525861e+01 8.642407e+03
1.651050e-01 7.696792e+03 7.613823e+01 7.777696e+03
1.750880e-01 7.096727e+03 6.951616e+01 7.126817e+03
1.850890e-01 6.612166e+03 6.273365e+01 6.581181e+03
1.950930e-01 6.121911e+03 5.500268e+01 6.104792e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.036611	1.004688	0.437101	1.188831	-0.570877	1.438381	4.369925	1.188831	-0.570877	1.438381	4.369925	46.482320 	 72-11
