#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.147531e+04 3.941315e+03 -3.650277e+03
3.546900e-02 4.785934e+04 2.332223e+03 -3.650277e+03
4.536800e-02 3.779348e+04 1.472100e+03 -3.650275e+03
5.531400e-02 3.456484e+04 1.019281e+03 -3.650277e+03
6.525800e-02 3.041811e+04 7.510858e+02 -3.650277e+03
7.520900e-02 2.639255e+04 5.977086e+02 -3.650278e+03
8.517500e-02 2.202532e+04 4.420094e+02 -3.650278e+03
9.515700e-02 1.803657e+04 3.528053e+02 -3.650279e+03
1.051620e-01 1.550698e+04 2.743676e+02 -3.650281e+03
1.151480e-01 1.355003e+04 2.399903e+02 -3.650282e+03
1.251460e-01 1.279421e+04 1.933166e+02 -3.650283e+03
1.351460e-01 1.138571e+04 1.725968e+02 -3.650285e+03
1.451320e-01 1.033526e+04 1.416208e+02 -3.650286e+03
1.551140e-01 9.166954e+03 1.252944e+02 -3.650288e+03
1.651020e-01 8.231075e+03 1.169454e+02 -3.650289e+03
1.751050e-01 7.635572e+03 1.025878e+02 -3.650291e+03
1.850970e-01 7.090240e+03 8.678640e+01 -3.650293e+03
1.950850e-01 6.540973e+03 8.042484e+01 -3.650295e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.814844	1.371813	3.260313	0.639578	-5.148569	6.447291	17.358740	0.639578	-5.148569	6.447291	17.358740	39313.900000 	 72-11
