#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.816198e+04 5.728861e+03 2.355800e+04
3.546900e-02 2.638569e+04 3.203750e+03 1.878789e+04
4.537800e-02 1.222588e+04 2.088008e+03 1.475601e+04
5.528000e-02 1.247076e+04 1.488664e+03 1.232973e+04
6.523200e-02 1.044872e+04 1.105007e+03 1.076516e+04
7.522900e-02 7.522097e+03 8.147362e+02 9.298533e+03
8.519300e-02 7.537169e+03 6.423518e+02 7.723493e+03
9.516600e-02 5.538633e+03 5.006437e+02 6.255579e+03
1.051550e-01 4.859307e+03 4.015148e+02 5.103124e+03
1.151310e-01 4.384971e+03 3.337855e+02 4.323645e+03
1.251240e-01 4.242987e+03 2.927085e+02 3.795035e+03
1.351250e-01 3.437838e+03 2.445238e+02 3.372418e+03
1.451200e-01 3.296625e+03 2.176334e+02 2.987751e+03
1.551180e-01 2.408424e+03 1.810367e+02 2.610905e+03
1.651050e-01 2.347617e+03 1.599251e+02 2.243392e+03
1.750880e-01 1.852683e+03 1.493945e+02 1.919956e+03
1.850890e-01 1.600961e+03 1.312579e+02 1.672232e+03
1.950930e-01 1.501208e+03 1.213833e+02 1.484544e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.006912	0.952790	0.434372	1.115805	-0.947236	1.484707	4.617281	1.115805	-0.947236	1.484707	4.617281	60.034730 	 72-11
