#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.467349e+04 5.728861e+03 2.766012e+04
3.546900e-02 1.601641e+04 3.203750e+03 2.130614e+04
4.537800e-02 1.251544e+04 2.088008e+03 1.664681e+04
5.528000e-02 1.524829e+04 1.488664e+03 1.396828e+04
6.523200e-02 1.257087e+04 1.105007e+03 1.192793e+04
7.522900e-02 9.872087e+03 8.147362e+02 9.768980e+03
8.519300e-02 7.794181e+03 6.423518e+02 7.757989e+03
9.516600e-02 6.392776e+03 5.006437e+02 6.265035e+03
1.051550e-01 5.612441e+03 4.015148e+02 5.291619e+03
1.151310e-01 4.625766e+03 3.337855e+02 4.576503e+03
1.251240e-01 3.688350e+03 2.927085e+02 3.904730e+03
1.351250e-01 3.411401e+03 2.445238e+02 3.294328e+03
1.451200e-01 2.561744e+03 2.176334e+02 2.824425e+03
1.551180e-01 2.458151e+03 1.810367e+02 2.507462e+03
1.651050e-01 2.280594e+03 1.599251e+02 2.267656e+03
1.750880e-01 2.062344e+03 1.493945e+02 1.990154e+03
1.850890e-01 1.579621e+03 1.312579e+02 1.715863e+03
1.950930e-01 1.478718e+03 1.213833e+02 1.472048e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.993736	1.022602	0.562842	1.133531	-1.622298	1.981061	5.685386	1.133531	-1.622298	1.981061	5.685386	72.575590 	 72-11
