#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
4.536800e-02 -2.788146e+03 2.368460e+03 -2.337551e+03 -2.283036e+03
5.531400e-02 -2.284931e+03 1.678381e+03 -1.948217e+03 -1.961562e+03
6.525800e-02 -1.278741e+03 1.303364e+03 -1.572144e+03 -1.649864e+03
7.520900e-02 -8.170581e+02 1.002909e+03 -1.313042e+03 -1.380642e+03
8.517500e-02 -1.722546e+03 7.208199e+02 -1.166100e+03 -1.158244e+03
9.515700e-02 -9.882663e+02 5.675477e+02 -1.041921e+03 -9.751478e+02
1.051620e-01 -1.291480e+03 4.437997e+02 -8.836512e+02 -8.313860e+02
1.151480e-01 -3.857443e+02 3.832416e+02 -7.147243e+02 -7.214412e+02
1.251460e-01 -1.321448e+03 3.156288e+02 -6.085736e+02 -6.511385e+02
1.351460e-01 -1.493773e+02 2.805437e+02 -5.773231e+02 -6.058818e+02
1.451320e-01 -7.877533e+02 2.448660e+02 -5.861299e+02 -5.808571e+02
1.551140e-01 -7.075586e+02 2.094551e+02 -5.960638e+02 -5.755771e+02
1.651020e-01 -5.356740e+02 1.810060e+02 -5.955303e+02 -5.848120e+02
1.751050e-01 -5.925912e+02 1.532352e+02 -6.011467e+02 -6.055039e+02
1.850970e-01 -4.956956e+02 1.451350e+02 -6.220463e+02 -6.299856e+02
1.950850e-01 -6.638259e+02 1.365361e+02 -6.552983e+02 -6.566902e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.504774e+00	1.617266e+04	-7.437477e+03	2.098847e+02	3.145392e+00	-3.993944e+03	3.097964e+02	-3.708884e+02	8.300000e+00	 5.800000e+00	 5.255253e-01	 9.794002e-01	 9.875690e-01	 6.482066e+01	 68-17
