#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.563700e-02 3.895461e+04 1.905929e+03 4.066675e+04 3.968863e+04
3.546700e-02 3.145610e+04 1.042027e+03 3.101939e+04 3.269749e+04
4.535800e-02 2.441350e+04 6.606966e+02 2.462591e+04 2.630035e+04
5.529600e-02 2.180398e+04 4.791010e+02 2.132340e+04 2.152796e+04
6.523900e-02 1.919414e+04 3.566662e+02 1.889352e+04 1.800591e+04
7.519300e-02 1.580002e+04 2.693702e+02 1.601099e+04 1.523156e+04
8.517700e-02 1.277398e+04 2.146253e+02 1.300584e+04 1.300853e+04
9.517700e-02 1.091365e+04 1.651124e+02 1.073389e+04 1.124434e+04
1.051620e-01 9.327832e+03 1.343026e+02 9.428541e+03 9.807157e+03
1.151400e-01 8.637374e+03 1.154324e+02 8.667892e+03 8.622094e+03
1.251320e-01 7.900381e+03 9.424579e+01 7.909402e+03 7.629852e+03
1.351140e-01 6.981587e+03 8.724854e+01 6.990834e+03 6.804629e+03
1.451050e-01 6.140752e+03 7.419250e+01 6.070600e+03 6.103498e+03
1.551050e-01 5.330335e+03 6.466602e+01 5.359199e+03 5.503615e+03
1.650970e-01 4.845308e+03 5.804587e+01 4.898059e+03 4.992984e+03
1.750960e-01 4.623711e+03 5.337509e+01 4.567797e+03 4.553403e+03
1.850910e-01 4.274904e+03 4.815227e+01 4.247437e+03 4.175688e+03
1.950860e-01 3.900460e+03 4.364512e+01 3.896436e+03 3.846308e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.146386e+00	2.888774e+03	-2.329059e+02	-1.348919e+02	3.720725e+00	6.446864e+03	-2.349042e+03	3.429328e+02	4.300000e+00	 4.300000e+00	 1.773057e-01	 8.825466e-01	 9.843275e-01	 4.518533e+01	 68-17
