#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.889065e+04 3.146132e+03 4.836834e+04 4.717506e+04
3.546900e-02 3.548708e+04 1.798466e+03 3.634192e+04 3.764188e+04
4.536800e-02 3.029227e+04 1.130281e+03 2.836224e+04 2.997105e+04
5.531400e-02 2.526094e+04 7.895195e+02 2.394443e+04 2.441087e+04
6.525800e-02 2.103915e+04 5.746752e+02 2.101152e+04 2.036959e+04
7.520900e-02 1.814796e+04 4.555268e+02 1.809539e+04 1.728431e+04
8.517500e-02 1.533216e+04 3.439291e+02 1.502381e+04 1.479801e+04
9.515700e-02 1.243969e+04 2.678954e+02 1.248262e+04 1.283782e+04
1.051620e-01 1.065662e+04 2.112183e+02 1.079601e+04 1.122990e+04
1.151480e-01 9.611106e+03 1.800903e+02 9.785899e+03 9.903149e+03
1.251460e-01 9.097820e+03 1.559694e+02 8.969280e+03 8.783136e+03
1.351460e-01 8.003053e+03 1.344518e+02 8.063255e+03 7.836820e+03
1.451320e-01 7.197435e+03 1.115548e+02 7.103448e+03 7.035459e+03
1.551140e-01 6.332022e+03 9.833871e+01 6.249931e+03 6.335406e+03
1.651020e-01 5.564856e+03 8.789074e+01 5.617779e+03 5.731332e+03
1.751050e-01 5.222140e+03 7.739142e+01 5.161845e+03 5.204497e+03
1.850970e-01 4.893907e+03 7.086372e+01 4.778954e+03 4.745480e+03
1.950850e-01 4.385531e+03 6.339446e+01 4.397636e+03 4.343279e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.504774e+00	7.326448e+03	-3.225689e+03	2.755745e+02	3.145392e+00	7.822400e+03	-3.910532e+03	6.242318e+02	8.300000e+00	 5.800000e+00	 5.255253e-01	 9.794002e-01	 9.875690e-01	 6.482066e+01	 68-17
